reviews,lemmas,lemmas,aspectCategory
"Nice restaurant overall, with classic upscale Italian decor.","['decor', 'classic', 'restaur', 'italian', 'overal', 'nice', 'upscal']","['decor', 'classic', 'restaur', 'italian', 'overal', 'nice', 'upscal']",ambience
Not impressed with the food.,"['impress', 'food']","['impress', 'food']",food
The entire dining experience was wonderful!,"['wonder', 'din', 'entir', 'experi']","['wonder', 'din', 'entir', 'experi']",anecdotes/miscellaneous
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,"['town', 'make', 'recommend', 'friend', 'bottl', 'alway', 'wine', 'select', 'reserv', 'go', 'wonder', 'glass']","['town', 'make', 'recommend', 'friend', 'bottl', 'alway', 'wine', 'select', 'reserv', 'go', 'wonder', 'glass']",food
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,"['delay', 'maitr', 'progress', 'minut', 'servic', 'refin', 'us', 'past', 'seat', 'reserv', 'keep', 'regularli', 'highli', 'appris', 'apolog']","['delay', 'maitr', 'progress', 'minut', 'servic', 'refin', 'us', 'past', 'seat', 'reserv', 'keep', 'regularli', 'highli', 'appris', 'apolog']",service
"Order the panang duck, it's fantastic.","['panang', 'order', 'fantast', 'duck']","['panang', 'order', 'fantast', 'duck']",food
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.","['ocasion', 'though', 'food', 'usual', 'side', 'raw', 'freshmess', 'vegat', 'wonder', 'order', 'good']","['ocasion', 'though', 'food', 'usual', 'side', 'raw', 'freshmess', 'vegat', 'wonder', 'order', 'good']",food
"Other than the crappy service from two individuals, it's great.","['crappi', 'two', 'servic', 'individu', 'great']","['crappi', 'two', 'servic', 'individu', 'great']",service
What more can you ask for?,['ask'],['ask'],anecdotes/miscellaneous
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,"['best', 'deal', 'notic', 'establish', 'form', 'wonder', 'line', 'particular', 'one', 'wait']","['best', 'deal', 'notic', 'establish', 'form', 'wonder', 'line', 'particular', 'one', 'wait']",anecdotes/miscellaneous
They have authentic Indian at amazin prices.,"['amazin', 'indian', 'price', 'authent']","['amazin', 'indian', 'price', 'authent']",food
You are treated just like royality.,"['royal', 'like', 'treat']","['royal', 'like', 'treat']",service
"There's nice and quiet, small but enough for 6 (or more).","['nice', 'quiet', 'small', 'enough']","['nice', 'quiet', 'small', 'enough']",ambience
Ambiance- relaxed and stylish.,"['stylish', 'relax', 'ambianc']","['stylish', 'relax', 'ambianc']",ambience
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,"['felt', 'unwelcom', 'cafe', 'last', 'bronx', 'never', 'month', 'jimmi']","['felt', 'unwelcom', 'cafe', 'last', 'bronx', 'never', 'month', 'jimmi']",anecdotes/miscellaneous
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","['room', 'luckili', 'bbq', 'bass', 'crispi', 'sea', 'duck', 'save', 'salmon']","['room', 'luckili', 'bbq', 'bass', 'crispi', 'sea', 'duck', 'save', 'salmon']",food
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","['make', 'someon', 'pizza', 'get', 'unless', 'fanci', 'right', 'ingredi', 'know', 'crust', 'use', 'ye', 'good', 'even']","['make', 'someon', 'pizza', 'get', 'unless', 'fanci', 'right', 'ingredi', 'know', 'crust', 'use', 'ye', 'good', 'even']",food
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).","['would', 'enter', 'hole', 'hesit', 'wall', 'outsid', 'look', 'one', 'realli']","['would', 'enter', 'hole', 'hesit', 'wall', 'outsid', 'look', 'one', 'realli']",ambience
and yes Dal Bukhara is so dam good and so are all the kababs.,"['dal', 'bukhara', 'kabab', 'ye', 'good', 'dam']","['dal', 'bukhara', 'kabab', 'ye', 'good', 'dam']",food
I look forward to eating here again,"['forward', 'look', 'eat']","['forward', 'look', 'eat']",anecdotes/miscellaneous
I've been coming here as a child and always come back for the taste.,"['come', 'back', 'tast', 'child', 'alway']","['come', 'back', 'tast', 'child', 'alway']",food
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"['good', 'neighborhood', 'fair', 'comfort', 'price', 'joint', 'meal', 'alway', 'tuk', 'one', 'know']","['good', 'neighborhood', 'fair', 'comfort', 'price', 'joint', 'meal', 'alway', 'tuk', 'one', 'know']",food
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","['prosecco', 'happi', 'everyth', 'leap', 'lizard', 'glass', 'mussel']","['prosecco', 'happi', 'everyth', 'leap', 'lizard', 'glass', 'mussel']",food
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","['brule', 'char', 'kerosen', 'aw', 'food', 'smell', 'sugar', 'creme', 'caramel', 'averag']","['brule', 'char', 'kerosen', 'aw', 'food', 'smell', 'sugar', 'creme', 'caramel', 'averag']",food
The food always tastes fresh and served promptly.,"['tast', 'promptli', 'food', 'fresh', 'alway', 'serv']","['tast', 'promptli', 'food', 'fresh', 'alway', 'serv']",food
I know because I live nearby.,"['nearbi', 'live', 'know']","['nearbi', 'live', 'know']",anecdotes/miscellaneous
The pizza here is delicious.,"['pizza', 'delici']","['pizza', 'delici']",food
My entire family was horrified.,"['horrifi', 'entir', 'famili']","['horrifi', 'entir', 'famili']",anecdotes/miscellaneous
On a monthly basis my friends and I get together and have a girls night out.,"['night', 'togeth', 'monthli', 'basi', 'get', 'friend', 'girl']","['night', 'togeth', 'monthli', 'basi', 'get', 'friend', 'girl']",anecdotes/miscellaneous
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['pizza', 'garlic', 'super', 'well', 'often', 'quit', 'knot', 'deliveri', 'alway', 'order', 'quick', 'great']","['pizza', 'garlic', 'super', 'well', 'often', 'quit', 'knot', 'deliveri', 'alway', 'order', 'quick', 'great']",food
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.","['ye', 'block', 'chines', 'food', 'grand', 'wu', 'sichuan', 'nearbi', 'liang', 'great', 'away']","['ye', 'block', 'chines', 'food', 'grand', 'wu', 'sichuan', 'nearbi', 'liang', 'great', 'away']",food
But who says Murray's is anything about service.,"['say', 'servic', 'anyth', 'murray']","['say', 'servic', 'anyth', 'murray']",service
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","['part', 'trendi', 'forget', 'place', 'food', 'restaur', 'import', 'realli']","['part', 'trendi', 'forget', 'place', 'food', 'restaur', 'import', 'realli']",food
I have NEVER been disappointed in the Red Eye.,"['red', 'eye', 'never', 'disappoint']","['red', 'eye', 'never', 'disappoint']",anecdotes/miscellaneous
Hats off to the chef.,"['chef', 'hat']","['chef', 'hat']",food
This should have been done in a back room - away from customers.,"['room', 'back', 'do', 'custom', 'away']","['room', 'back', 'do', 'custom', 'away']",anecdotes/miscellaneous
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","['thing', 'teapot', 'could', 'place', 'servic', 'understand', 'import', 'littl', 'seem', 'black', 'antiqu', 'experi', 'overal', 'improv', 'heavi', 'one', 'restaur']","['thing', 'teapot', 'could', 'place', 'servic', 'understand', 'import', 'littl', 'seem', 'black', 'antiqu', 'experi', 'overal', 'improv', 'heavi', 'one', 'restaur']",anecdotes/miscellaneous
Glad you have the luxury to throw out paying customers.,"['pay', 'throw', 'custom', 'luxuri', 'glad']","['pay', 'throw', 'custom', 'luxuri', 'glad']",anecdotes/miscellaneous
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","['pizzaria', 'pizza', 'freez', 'instead', 'mozzarella', 'fresh', 'cheap', 'shred', 'common', 'use', 'chees', 'delici']","['pizzaria', 'pizza', 'freez', 'instead', 'mozzarella', 'fresh', 'cheap', 'shred', 'common', 'use', 'chees', 'delici']",food
Its an excellent place to relax and the food is one of the best in the city of New York.,"['relax', 'citi', 'york', 'place', 'best', 'new', 'food', 'excel', 'one']","['relax', 'citi', 'york', 'place', 'best', 'new', 'food', 'excel', 'one']",food
"service is friendly, and never had a problem walking in and getting a table.","['get', 'servic', 'tabl', 'problem', 'never', 'walk', 'friendli']","['get', 'servic', 'tabl', 'problem', 'never', 'walk', 'friendli']",service
The atmosphere was crowded but it was a great bistro-type vibe.,"['type', 'bistro', 'crowd', 'atmospher', 'vibe', 'great']","['type', 'bistro', 'crowd', 'atmospher', 'vibe', 'great']",ambience
Check it out,['check'],['check'],anecdotes/miscellaneous
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.","['saw', 'get', 'first', 'time', 'unattent', 'odd', 'tabl', 'wrong', 'waitress', 'complet', 'order', 'restaur']","['saw', 'get', 'first', 'time', 'unattent', 'odd', 'tabl', 'wrong', 'waitress', 'complet', 'order', 'restaur']",service
Don't go.,['go'],['go'],anecdotes/miscellaneous
The food was bland oily.,"['bland', 'food', 'oili']","['bland', 'food', 'oili']",food
But they do.,[],[],anecdotes/miscellaneous
"What is even better, is that the prices are very affordable as well, and the food is really good.","['realli', 'afford', 'food', 'price', 'well', 'better', 'good', 'even']","['realli', 'afford', 'food', 'price', 'well', 'better', 'good', 'even']",food
The fish is fresh but the variety of fish is nothing out of ordinary.,"['fish', 'ordinari', 'fresh', 'varieti', 'noth']","['fish', 'ordinari', 'fresh', 'varieti', 'noth']",food
Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,"['decent', 'pleas', 'review', 'peopl', 'place', 'someoth', 'write', 'tri', 'look', 'dont', 'ever', 'know']","['decent', 'pleas', 'review', 'peopl', 'place', 'someoth', 'write', 'tri', 'look', 'dont', 'ever', 'know']",anecdotes/miscellaneous
Suan has challenged this loyalty.,"['challeng', 'loyalti', 'suan']","['challeng', 'loyalti', 'suan']",anecdotes/miscellaneous
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","['pizza', 'salad', 'wine', 'pesto', 'favorit', 'meal', 'hous', 'bottl', 'good']","['pizza', 'salad', 'wine', 'pesto', 'favorit', 'meal', 'hous', 'bottl', 'good']",food
"And Kruno, the beverage manager is the best bartender I have yet to come across.","['manag', 'come', 'kruno', 'best', 'beverag', 'across', 'yet', 'bartend']","['manag', 'come', 'kruno', 'best', 'beverag', 'across', 'yet', 'bartend']",service
"Ambiance and music funky, which I enjoy.","['enjoy', 'funki', 'ambianc', 'music']","['enjoy', 'funki', 'ambianc', 'music']",ambience
"The food, drinks and service are clearly among the best in the city.","['citi', 'best', 'servic', 'food', 'clearli', 'among', 'drink']","['citi', 'best', 'servic', 'food', 'clearli', 'among', 'drink']",food
I went there in late afternoon for some bite size food and refleshment with my date.,"['reflesh', 'bite', 'date', 'food', 'go', 'afternoon', 'size', 'late']","['reflesh', 'bite', 'date', 'food', 'go', 'afternoon', 'size', 'late']",anecdotes/miscellaneous
"It's a really great deal, considering we got full off of four dollars.","['dollar', 'consid', 'four', 'get', 'full', 'deal', 'great', 'realli']","['dollar', 'consid', 'four', 'get', 'full', 'deal', 'great', 'realli']",price
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['allur', 'area', 'experi', 'need', 'maze', 'folk', 'authent', 'tast', 'food', 'romant', 'ambianc', 'captain', 'five', 'star', 'come', 'back', 'servic', 'understand', 'sommlier', 'waiter', 'complic', 'featur']","['allur', 'area', 'experi', 'need', 'maze', 'folk', 'authent', 'tast', 'food', 'romant', 'ambianc', 'captain', 'five', 'star', 'come', 'back', 'servic', 'understand', 'sommlier', 'waiter', 'complic', 'featur']",food
Went with mommy (the only person who could afford taking me here).,"['could', 'afford', 'mommi', 'take', 'person', 'go']","['could', 'afford', 'mommi', 'take', 'person', 'go']",anecdotes/miscellaneous
My friends and I were on vacation in NY and was referred to Chance by a friend.,"['ny', 'vacat', 'friend', 'refer', 'chanc']","['ny', 'vacat', 'friend', 'refer', 'chanc']",anecdotes/miscellaneous
"Last time I went here, the waitress didn't come back after taking our order.","['come', 'back', 'take', 'time', 'last', 'go', 'waitress', 'order']","['come', 'back', 'take', 'time', 'last', 'go', 'waitress', 'order']",service
Try the tandoori salmon!,"['salmon', 'tandoori', 'tri']","['salmon', 'tandoori', 'tri']",food
"I am completely hooked on this place, it is ridiculous.","['ridicul', 'hook', 'complet', 'place']","['ridicul', 'hook', 'complet', 'place']",anecdotes/miscellaneous
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","['eat', 'experi', 'disappoint', 'save', 'atmospher', 'desk']","['eat', 'experi', 'disappoint', 'save', 'atmospher', 'desk']",anecdotes/miscellaneous
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.","['grant', 'space', 'best', 'servic', 'largest', 'restaur', 'smaller', 'find', 'even']","['grant', 'space', 'best', 'servic', 'largest', 'restaur', 'smaller', 'find', 'even']",service
"Have recommended the place to friends, always gets good response.","['place', 'recommend', 'friend', 'get', 'respons', 'alway', 'good']","['place', 'recommend', 'friend', 'get', 'respons', 'alway', 'good']",anecdotes/miscellaneous
We will return many times for this oasis in mid-town.,"['oasi', 'time', 'mani', 'return', 'mid', 'town']","['oasi', 'time', 'mani', 'return', 'mid', 'town']",anecdotes/miscellaneous
I love the atmorphere @ peep!,"['atmorpher', 'love', 'peep']","['atmorpher', 'love', 'peep']",ambience
Enjoy!,['enjoy'],['enjoy'],anecdotes/miscellaneous
We weren't!,[],[],anecdotes/miscellaneous
This is one of my favorite restaurants and it is not to be missed.,"['favorit', 'miss', 'one', 'restaur']","['favorit', 'miss', 'one', 'restaur']",anecdotes/miscellaneous
(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,"['rosa', 'la', 'connect', 'pacifico', 'door', 'mexican', 'swing', 'restaur']","['rosa', 'la', 'connect', 'pacifico', 'door', 'mexican', 'swing', 'restaur']",anecdotes/miscellaneous
