reviews,lemmas,ufeat,aspectCategory
What more can you ask for?,['ask'],[''],anecdotes/miscellaneous
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,"['line', 'best', 'notic', 'establish', 'wonder', 'form', 'particular', 'wait', 'deal', 'one']","['best deals', 'we noticed', 'who had', 'line noticed', 'deals had', 'particular establishment']",anecdotes/miscellaneous
They have authentic Indian at amazin prices.,"['price', 'indian', 'amazin', 'authent']","['they have', 'indian have', 'authentic indian', 'amazin prices']",food
You are treated just like royality.,"['like', 'royal', 'treat']",['you treated'],service
"There's nice and quiet, small but enough for 6 (or more).","['small', 'nice', 'enough', 'quiet']","['m', 'p', 't', 'y']",ambience
Ambiance- relaxed and stylish.,"['ambianc', 'relax', 'stylish']",['ambiance- relaxed'],ambience
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,"['bronx', 'month', 'felt', 'never', 'unwelcom', 'last', 'cafe', 'jimmi']","['last month', 'more unwelcome', 'never felt', 'i felt']",anecdotes/miscellaneous
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.","['room', 'crispi', 'salmon', 'bbq', 'luckili', 'save', 'sea', 'duck', 'bass']","['we saved', 'room saved', 'crispy duck', 'saved room']",food
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.","['good', 'pizza', 'fanci', 'crust', 'get', 'unless', 'even', 'make', 'use', 'ye', 'someon', 'know', 'ingredi', 'right']","['', 'fancy ingredients', 'even fancy', ""n't make"", 'ingredients make', 'someone knows', 'crust right', 'they use', 'ingredients use']",food
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).","['wall', 'outsid', 'realli', 'would', 'look', 'one', 'enter', 'hole', 'hesit']","['one hesitate', 'it is', 'hole enter', ""that 's""]",ambience
and yes Dal Bukhara is so dam good and so are all the kababs.,"['good', 'bukhara', 'kabab', 'dam', 'dal', 'ye']","['bukhara is', 'dam good', 'dal bukhara', 'so are', 'so dam']",food
I look forward to eating here again,"['look', 'eat', 'forward']","['here again', 'i look']",anecdotes/miscellaneous
I've been coming here as a child and always come back for the taste.,"['alway', 'tast', 'back', 'come', 'child']","['', 'i coming']",food
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,"['comfort', 'good', 'alway', 'fair', 'price', 'neighborhood', 'one', 'meal', 'know', 'joint', 'tuk']","['', 'you know', 'meal have', 'tuk is', 'fair price', 'comfortable joints', 'you have', 'always have', 'comfortable neighborhood']",food
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.","['lizard', 'mussel', 'happi', 'prosecco', 'glass', 'leap', 'everyth']","['had everything', 'happy everything', 'leaping lizard', 'glass had', 'everything had', 'everything happy']",food
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.","['caramel', 'kerosen', 'averag', 'smell', 'food', 'aw', 'creme', 'brule', 'sugar', 'char']","['food was', 'creme brulee', 'brulee was', 'sugar charred', 'not caramelized']",food
The food always tastes fresh and served promptly.,"['alway', 'tast', 'fresh', 'promptli', 'food', 'serv']","['', 'food tastes']",food
I know because I live nearby.,"['know', 'nearbi', 'live']","['i know', 'i live']",anecdotes/miscellaneous
The pizza here is delicious.,"['delici', 'pizza']","['', 'pizza is']",food
My entire family was horrified.,"['horrifi', 'entir', 'famili']","['entire family', 'family was']",anecdotes/miscellaneous
On a monthly basis my friends and I get together and have a girls night out.,"['girl', 'get', 'togeth', 'night', 'friend', 'basi', 'monthli']","['i get', 'girls have', 'monthly basis']",anecdotes/miscellaneous
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!","['knot', 'alway', 'well', 'deliveri', 'quit', 'super', 'great', 'often', 'pizza', 'quick', 'garlic', 'order']","['', 'garlic knots', 'quite often', 'knots are', 'always super', 'delivery is', 'i order']",food
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.","['liang', 'chines', 'grand', 'away', 'block', 'great', 'food', 'ye', 'wu', 'sichuan', 'nearbi']","['grand sichuan', 'chinese food', 'ye have', 'great chinese', 'great food', 'liang ye', 'you have']",food
But who says Murray's is anything about service.,"['murray', 'servic', 'say', 'anyth']","['says murray', 'who says', 'is anything', 'murray is']",service
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.","['trendi', 'import', 'forget', 'realli', 'part', 'food', 'place', 'restaur']","['', 'they forgotten', 'place is', 'important part', 'most important']",food
I have NEVER been disappointed in the Red Eye.,"['never', 'disappoint', 'eye', 'red']","['never disappointed', 'red eye', 'never been', 'i disappointed']",anecdotes/miscellaneous
Hats off to the chef.,"['chef', 'hat']","['m', 'p', 't', 'y']",food
This should have been done in a back room - away from customers.,"['room', 'away', 'back', 'do', 'custom']","['back room', 'this done']",anecdotes/miscellaneous
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.","['teapot', 'servic', 'import', 'antiqu', 'improv', 'overal', 'seem', 'experi', 'understand', 'one', 'place', 'thing', 'heavi', 'could', 'restaur', 'littl', 'black']","['that understands', 'heavy teapot', 'black teapot', 'little things', 'importance understands', 'antique-seeming teapot', 'this is', 'seeming teapot', 'service improved']",anecdotes/miscellaneous
Glad you have the luxury to throw out paying customers.,"['pay', 'luxuri', 'throw', 'custom', 'glad']","['luxury have', 'paying customers', 'customers paying', 'you have']",anecdotes/miscellaneous
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.","['instead', 'pizza', 'shred', 'chees', 'cheap', 'fresh', 'use', 'delici', 'pizzaria', 'freez', 'mozzarella', 'common']","['fresh mozzarella', 'cheap cheese', 'they use', 'common cheese', 'shredded cheese', 'cheese common', 'frozen cheese', 'pizza is', 'mozzarella use', 'most pizzaria']",food
Its an excellent place to relax and the food is one of the best in the city of New York.,"['best', 'excel', 'york', 'new', 'food', 'place', 'one', 'relax', 'citi']","['place is', 'new york', 'food is', 'excellent place']",food
"service is friendly, and never had a problem walking in and getting a table.","['servic', 'get', 'friendli', 'never', 'problem', 'tabl', 'walk']","['never had', 'service is', 'table getting', 'problem had']",service
The atmosphere was crowded but it was a great bistro-type vibe.,"['crowd', 'bistro', 'atmospher', 'great', 'type', 'vibe']","['great vibe', 'bistro type', 'bistro-type vibe', 'atmosphere was', 'great bistro-type', 'it was']",ambience
Check it out,['check'],['it check'],anecdotes/miscellaneous
"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.","['odd', 'saw', 'wrong', 'get', 'time', 'complet', 'unattent', 'tabl', 'waitress', 'restaur', 'first', 'order']","['order wrong', 'completely unattentive', 'her(odd saw', 'waitress was', 'first off', 'we saw']",service
Don't go.,['go'],"[""n't go""]",anecdotes/miscellaneous
The food was bland oily.,"['bland', 'food', 'oili']",['food was'],food
But they do.,[],[''],anecdotes/miscellaneous
"What is even better, is that the prices are very affordable as well, and the food is really good.","['good', 'better', 'price', 'well', 'realli', 'even', 'food', 'afford']","['very affordable', 'even better', 'prices are', 'really good', 'food is', 'what is']",food
The fish is fresh but the variety of fish is nothing out of ordinary.,"['fish', 'ordinari', 'fresh', 'varieti', 'noth']","['is nothing', 'fish is', 'variety is']",food
Look I dont know if the people who wrote the reviews have ever been to a decent place (PLEASE TRY SOMEOTHER PLACES).,"['dont', 'pleas', 'someoth', 'decent', 'ever', 'review', 'peopl', 'look', 'place', 'write', 'tri', 'know']","['i know', 'people been', 'who wrote', 'places try', 'decent place', 'reviews wrote', 'please try', 'someother places', 'look i', 'ever been', 'i dont']",anecdotes/miscellaneous
Suan has challenged this loyalty.,"['loyalti', 'challeng', 'suan']","['loyalty challenged', 'suan challenged']",anecdotes/miscellaneous
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.","['good', 'pesto', 'hous', 'favorit', 'meal', 'bottl', 'pizza', 'salad', 'wine']","['good bottle', 'favorite meal', 'pesto pizza', 'meal is']",food
"And Kruno, the beverage manager is the best bartender I have yet to come across.","['best', 'beverag', 'kruno', 'manag', 'across', 'bartend', 'come', 'yet']","['', 'manager is', 'i have']",service
"Ambiance and music funky, which I enjoy.","['ambianc', 'funki', 'music', 'enjoy']","['', 'ambiance funky', 'i enjoy']",ambience
"The food, drinks and service are clearly among the best in the city.","['best', 'servic', 'drink', 'clearli', 'among', 'food', 'citi']",['food are'],food
I went there in late afternoon for some bite size food and refleshment with my date.,"['reflesh', 'bite', 'late', 'food', 'go', 'size', 'afternoon', 'date']","['i went', 'late afternoon', 'bite size']",anecdotes/miscellaneous
"It's a really great deal, considering we got full off of four dollars.","['dollar', 'four', 'get', 'realli', 'consid', 'great', 'deal', 'full']","['', ""it 's"", 'we got', 'great deal']",price
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.","['allur', 'tast', 'area', 'understand', 'maze', 'romant', 'servic', 'folk', 'star', 'food', 'complic', 'waiter', 'sommlier', 'authent', 'featur', 'experi', 'back', 'ambianc', 'captain', 'need', 'come', 'five']","['you come', 'complicated maze', 'sommlier featuring', 'not come', 'back waiters', 'alluring ambiance', 'i understand', 'area understand', 'romantic ambiance', 'authentic foods']",food
Went with mommy (the only person who could afford taking me here).,"['person', 'mommi', 'go', 'could', 'take', 'afford']","['me taking', 'only person', 'who afford']",anecdotes/miscellaneous
My friends and I were on vacation in NY and was referred to Chance by a friend.,"['vacat', 'ny', 'friend', 'chanc', 'refer']",['friends were'],anecdotes/miscellaneous
"Last time I went here, the waitress didn't come back after taking our order.","['time', 'back', 'last', 'go', 'waitress', 'come', 'take', 'order']","['i went', 'order taking', ""n't come"", 'time i', 'last time', 'waitress come']",service
Try the tandoori salmon!,"['tandoori', 'salmon', 'tri']","['salmon try', 'tandoori salmon']",food
"I am completely hooked on this place, it is ridiculous.","['ridicul', 'complet', 'place', 'hook']","['i hooked', 'completely hooked', 'it is']",anecdotes/miscellaneous
"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.","['eat', 'atmospher', 'experi', 'disappoint', 'save', 'desk']","[""it 's"", 'it saves', 'atmosphere saves', 'very disappointing', 'disappointing experience']",anecdotes/miscellaneous
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.","['best', 'servic', 'smaller', 'largest', 'grant', 'even', 'find', 'restaur', 'space']","['it is', 'best service', 'you find', 'space granted']",service
"Have recommended the place to friends, always gets good response.","['good', 'alway', 'respons', 'get', 'friend', 'place', 'recommend']","['good response', 'place recommended', 'response gets', 'always gets']",anecdotes/miscellaneous
We will return many times for this oasis in mid-town.,"['oasi', 'return', 'town', 'time', 'mid', 'mani']","['many times', 'we return', 'mid -']",anecdotes/miscellaneous
I love the atmorphere @ peep!,"['atmorpher', 'love', 'peep']","['i love', '@ peep', 'atmorphere @', 'atmorphere love']",ambience
Enjoy!,['enjoy'],"['m', 'p', 't', 'y']",anecdotes/miscellaneous
We weren't!,[],"['we were', ""n't were""]",anecdotes/miscellaneous
This is one of my favorite restaurants and it is not to be missed.,"['favorit', 'one', 'miss', 'restaur']","['favorite restaurants', 'not is', 'it is', 'this is']",anecdotes/miscellaneous
