text,_id
How can hope to stay in business with service like this?,35390148#588852#4
"But dinner here is never disappointing, even if the prices are a bit over the top.",32405935#675215#1
"Not only did they have amazing, sandwiches, soup, pizza etc, but their homemade sorbets are out of this world!",32895093#418997#1
"the homemade Guacamole, the unbelievable entree, and thee most amazing deserts.",35393630#1095759#1
The sushi is reasonably priced and fresh.,11461396#699654#0
"It's no-fuss, fast and delicious.",32485393#1022496#1
Save room for deserts - they're to die for.,35869867#649564#3
Best things to order are from the grill (Churrasco and Ribs).,32408649#945413#2
The traditional Italian items are great - cheap and served in a cozy setting.,35196520#758440#0
Whether your choose the iced blended mocha or the hot white mocha you are sure to be extremely happy.,33085669#409731#7
last Tuesday for a late lunch with a friend.,33068909#1189415#1
It was delish and I didn't feel bad eating it.,32891589#573560#3
Another friend had to ask 3 times for parmesan cheese.,32894416#1193614#4
"Our waitress had apparently never tried any of the food, and there was no one to recommend any wine.",35177381#521555#1
"The service was a bit slow and the portions are a bit small so if you are hungry and in a rush, this is not the place for you.",15094232#1295193#3
"No doubt the next time we want to go out for a special occasion or are entertaining guests from out of town, Spirit and Bateaux will be our destination.",11313431#524365#4
i would recommend Jewel Bako if you want to feel like you were kicked in the groin and had to pay for it too.,11538980#453602#2
"The ambiance was pretty cool, but not worth the hassle.",11302357#835238#2
The unfortunate lady next to us thought she had ordered a salad (including asking for salad dressing) and was instead given a quesedilla.,33071731#1007204#4
"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.",33069847#1306433#0
"The service was pretty poor all around, the food was well below average relative to the cost, and outside there is a crazy bum who harasses every customer who leaves the place.",11302357#835238#1
Although I moved uptown I try to stop in as often as possible for the GREAT cheap food and to pay the friendly staff a visit.,35709451#1061726#4
I had to wait for my friend at the bar for a few minutes,35701425#1155856#4
"Chef Vincenzo, always there if you need him, is a real talent and a real Roman.",35816071#637243#1
"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.",33069536#707145#4
"You must try Odessa stew or Rabbit stew; salads-all good; and kompot is soo refreshing during the hot summer day (they make it the way my mom does, reminds me of home a lot).",32935583#854234#1
My daughter and I left feeling satisfied (not stuffed) and it felt good to know we had a healthy lunch.,36220672#1714981#2
I'm almost tempted to give this place a bad review so I can keep the crowds away...been going there on and off for a year now and it's really my fave hang out in the city.,11447227#436718#0
"When she complained, the waitress said, Sorry.",33071731#1007204#5
The quality of the meat was on par with your local grocery store.,35158451#1089920#4
They specialize in smoothies and fresh juices.,32894966#1727613#2
"It first came well done, and I politely sent it back.",35714274#1076679#3
"I recommend the black roasted codfish, it was the best dish of the evening.",11351587#1488758#7
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,11359790#823900#3
"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.",33068664#1164940#0
"during busy hrs, i recommend that you make a reservation.",11624981#549489#10
Don't waste your time or your money.,35759841#1360876#3
"it's good but, like the movie is never as good as the book, this is same analogy.",32894267#698671#3
it was a very warm experience.,11624981#549489#9
I went to Common Stock for brunch and I was so impressed.,35084984#412657#0
"now called nikki sushi, sushi is OK.",33069925#747092#0
The food is also outstanding and is served quite quickly.,33069536#707145#2
I just have nothing to say about this place that is negative except that it's not a cheap night out...but it's SO worth it.,11351561#744321#1
"From the erbazzone emiliana to the mostarda on the cheese plate, the dishes at this restaurant are all handled with delicate care.",35709337#1579632#1
The food is delicious and the bar has a great vibe.,33066089#490193#3
expectations were real hi reading the '10's'.,32894267#698671#1
There's candlelight and music.,32892130#435512#2
It's nice to find a place that is open 24 hours (especially in downtown Brooklyn).,32938828#1194079#0
Simple healthy unglamorous food cheap.,32935729#785247#11
"It was such a fantastic dining experience, that I returned again the same week.",35869867#649564#0
"To be fair, the food still is good and the service is quick and attentative even though its usually very busy.",11359613#884374#6
The place is absolutely adorable and the food is delicious.,35700731#1595671#1
I ordered the Chicken Teriyaki and my husband got Garlic Shrimp.,11558693#1436895#5
I've had better Japanese food at a mall food court.,11558693#1436895#0
The staff members are extremely friendly and even replaced my drink once when I dropped it outside.,32894966#1727613#10
Cool atmosphere but such a let down.,11359717#1138929#0
"The Sashimi portion are big enough to appease most people, but I didn't like the fact they used artifical lobster meat.",32938222#1552119#3
They have wheat crusted pizza made with really fresh and yummy ingredients.,32891589#573560#1
"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.",33070309#423221#0
"the icing MADE this cake, it was fluffy, not ultra sweet, creamy and light.",32936760#1397861#7
"Finally let into the store 5 at a time, to buy expensive slices from a harried staff.",32936760#1397861#5
We ended up having to just leave because we were essentially being ignored by the wait staff--even though the rest of the restaurant was largely empty.,33085939#758010#1
"The wine list is extensive, well priced and covers alot of regions.",11351664#1238806#5
Go here if you want fresh and tasty salads of any type you can imagine.,33068890#423889#0
Everything about this place is adorable - even the bathroom!,36244423#1058258#4
"Speedy delivers, great food, decent prices, and friendly service combine to ensure an enjoyable repast.",32893040#1716582#1
THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,33070286#1133164#3
IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.,33070286#1133164#1
It took 100 years for Parisi to get around to making pizza (at least I don't think they ever made it before this year)...but it was worth the wait.,32897564#894393#0
I asked for a simple medium rare steak.,35714274#1076679#2
"Generously garnished, organic grilled burgers are the most popular dish, but the Jerusalem market-style falafel wraps and Mediterranean salads--layered with beets, goat cheese and walnuts--are equally scrumptious.",35509422#0#3
"Probably my worst dining experience in new york, and I'm a former waiter so I know what I'm talking about.",11302357#835238#3
"Result (red velvet): Great texture, soft and velvety, nice hint of cocoa.",32936760#1397861#6
Ask for the round corner table next to the large window.,11359762#927332#4
"Their twist on pizza is heatlhy, but full of flavor.",32891589#573560#4
The lack of AC and the fact that there are a million swarming bodies (although everyone is polite and no one is pushing) is a slight turn off.,11350033#1264371#1
"I love the Little Pie Company as much as anyone else who has written reviews, but must discourage anyone from visiting the Grand Central location due to their RUDE service from two sales people.",11351328#1638529#0
"Unfortunately, unless you live in the neighborhood, it's not in a convenient location but is more like a hidden treasure.",33009300#626261#1
Didn't seem like any effort was made to the display and quality of the food.,35708055#673129#1
The food--though mostly deep-fried--is simple and satisfying.,11351628#404492#1
We live in the neighborhood and have been going there twice a week since the day they first opened.,11548230#560890#1
