reviews,lemmas,aspectCategory
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,"['would', 'everyth', 'meal', 'clean', 'lick', 'cours', 'night', 'three', 'plate', 'could', 'delici']",food
Please be aware that it's CASH or AMEX only!,"['awar', 'pleas', 'cash', 'amex']",anecdotes/miscellaneous
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!","['father', 'famou', 'even', 'ray', 'sal', 'class', 'legaci', 'true', 'outstand', 'pizza', 'forget', 'get', 'let', 'love', 'push', 'carri', 'rise', 'commun', 'uncl', 'smile']",food
It's a rather cramped and busy restaurant and it closes early.,"['close', 'rather', 'earli', 'busi', 'restaur', 'cramp']",ambience
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.","['food', 'lie', 'gabriella', 'everyth', 'horribl', 'romant', 'pathet', 'servic', 'environ', 'could']",food
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","['make', 'ton', 'crawfish', 'despit', 'quit', 'boil', 'fun', 'tasti', 'well', 'mess']",food
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,"['high', 'month', 'make', 'special', 'expect', 'advanc', 'coupl', 'occas', 'reserv', 'place']",anecdotes/miscellaneous
They were served warm and had a soft fluffy interior.,"['warm', 'interior', 'serv', 'soft', 'fluffi']",food
What came to our table was burned beyond recognition and stringy.,"['stringi', 'tabl', 'come', 'beyond', 'burn', 'recognit']",food
I had the Pad Thai and the noodles were sticky.,"['noodl', 'pad', 'sticki', 'thai']",food
"So I've never actually been to M proper, but I've had it delivered a few times.","['deliv', 'proper', 'never', 'time', 'actual']",anecdotes/miscellaneous
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.","['far', 'money', 'among', 'valu', 'new', 'offer', 'one', 'best', 'restaur', 'avenu', 'th']",price
"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.","['lunch', 'shop', 'frankli', 'mcd', 'compar', 'mani', 'sandwich', 'comparison', 'versu', 'citi']",food
The hostess is rude to the point of being offensive.,"['offens', 'host', 'point', 'rude']",service
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!","['food', 'outisd', 'head', 'across', 'wait', 'roll', 'haru', 'stand', 'hous', 'street', 'crave', 'especi', 'sake', 'bar', 'build', 'great']",food
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.","['narrow', 'bottl', 'can', 'small', 'entre', 'stack', 'corridor', 'tini', 'counter', 'white', 'hold', 'space', 'tile', 'three', 'deal', 'lead', 'mess', 'great']",ambience
The food is great.,"['food', 'great']",food
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,"['accompani', 'side', 'precis', 'leafi', 'road', 'steak', 'cook', 'kill', 'succul', 'done', 'like', 'salad', 'look', 'desir']",food
"Lunch came with pickels and slaw, no extra charge.","['charg', 'lunch', 'come', 'pickel', 'slaw', 'extra']",price
Decent wine at reasonable prices.,"['price', 'reason', 'wine', 'decent']",food
All conveniently delivered right to the door.,"['deliv', 'door', 'conveni', 'right']",service
even the wine by the glass was good.,"['good', 'even', 'glass', 'wine']",food
Nice Family owned traditional restaurant.,"['tradit', 'nice', 'famili', 'own', 'restaur']",anecdotes/miscellaneous
would have rather tried terrace in the sky or water club for that price,"['sky', 'terrac', 'would', 'tri', 'rather', 'water', 'club', 'price']",anecdotes/miscellaneous
This dish is my favorite and I always get it when I go there and never get tired of it.,"['go', 'never', 'get', 'dish', 'favorit', 'tire', 'alway']",food
"I also ordered the Change Mojito, which was out of this world.","['also', 'chang', 'world', 'mojito', 'order']",food
Okay service.,"['okay', 'servic']",service
The only thing more wonderful than the food (which is exceptional) is the service.,"['food', 'except', 'servic', 'wonder', 'thing']",food
We were very pleasantly surprised.,"['surpris', 'pleasantli']",anecdotes/miscellaneous
"The food was just awful, ATROCIOUS actually.","['food', 'aw', 'actual', 'atroci']",food
I will never visit this restaurant again.,"['never', 'restaur', 'visit']",anecdotes/miscellaneous
The soup for the udon was soy sauce and water.,"['water', 'udon', 'soup', 'sauc', 'soy']",food
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.","['excel', 'main', 'fill', 'especi', 'pasta', 'calamari', 'anti']",food
The waitress suggested glasses of wine that went very well with the food.,"['food', 'waitress', 'go', 'glass', 'wine', 'well', 'suggest']",food
"(or sister, in my case!).","['sister', 'case']",anecdotes/miscellaneous
I've eaten at many different Indian restaurants.,"['mani', 'indian', 'eat', 'restaur', 'differ']",anecdotes/miscellaneous
"They might be all business at the counter when you give your order, but their food says I love you.","['food', 'say', 'counter', 'busi', 'love', 'order', 'give', 'might']",food
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","['particular', 'assort', 'roll', 'sushi', 'tempura', 'type', 'sashimi', 'special', 'mix', 'crab', 'pleas', 'includ', 'choic', 'dumpl', 'two', 'sake', 'banana', 'cevich', 'everi']",food
Try their plain pizza with fresh garlic or eggplant.,"['fresh', 'tri', 'plain', 'pizza', 'eggplant', 'garlic']",food
Don't go there!,['go'],anecdotes/miscellaneous
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.","['crowd', 'small', 'server', 'enough', 'make', 'attent', 'littl', 'get', 'ok', 'clueless', 'effort', 'around', 'fine', 'wander']",service
Good luck getting a table.,"['tabl', 'good', 'get', 'luck']",anecdotes/miscellaneous
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.","['someon', 'pick', 'recommend', 'expect', 'sure', 'randomli', 'without']",anecdotes/miscellaneous
Don't look down your nose at me like that...,"['nose', 'look', 'like']",anecdotes/miscellaneous
Planet Thai is great!,"['planet', 'thai', 'great']",anecdotes/miscellaneous
The service is awful.,"['aw', 'servic']",service
Just don't do it.,[],anecdotes/miscellaneous
Just ignore the trendy wannabes.,"['wannab', 'trendi', 'ignor']",anecdotes/miscellaneous
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!","['say', 'takeout', 'wait', 'eye', 'italian', 'dish', 'menu', 'offer', 'expand', 'keep']",food
"Trust me, it will be great, and all of it will be devoured in no time.","['devour', 'time', 'trust', 'great']",food
My girlfiends and I ate at O.G. again last night.,"['last', 'girlfiend', 'night', 'eat', 'g']",anecdotes/miscellaneous
I wish they had one near my office- I would go everyday.,"['would', 'go', 'wish', 'offic', 'everyday', 'one', 'near']",anecdotes/miscellaneous
Finally!,['final'],anecdotes/miscellaneous
Amma has the worst value for money I have experienced in NYC over the past 2 years.,"['nyc', 'money', 'valu', 'amma', 'worst', 'past', 'year', 'experi']",price
"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.","['food', 'take', 'thai', 'person', 'come', 'friend', 'experi']",anecdotes/miscellaneous
I think this would be a pretty good spot if it were not so overpriced and overrated.,"['overr', 'would', 'spot', 'think', 'pretti', 'good', 'overpric']",price
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,"['take', 'name', 'whether', 'minut', 'five', 'peopl', 'two', 'hundr', 'tell', 'host', 'ahead', 'regardless']",service
The pizza is good though.,"['good', 'pizza', 'though']",food
bottles of wine are cheap and good.,"['bottl', 'good', 'wine', 'cheap']",price
You will not be disapointed at all.,['disapoint'],anecdotes/miscellaneous
Walk-ins are risky too.,"['riski', 'in', 'walk']",anecdotes/miscellaneous
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.","['food', 'beer', 'thier', 'make', 'husband', 'pumkin', 'must', 'dish', 'recommend', 'offer', 'tortelini', 'guest', 'happi', 'differ', 'delici']",food
They didn't give us the dinner special until we asked for it.,"['special', 'us', 'ask', 'dinner', 'give']",service
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,"['chocol', 'world', 'pud', 'must', 'dessert', 'lasagna', 'crabmeat', 'bread']",food
"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.","['never', 'save', 'room', 'dish', 'pasta', 'advic', 'tiramisu', 'word', 'leav']",food
Very good service and very good prices.,"['price', 'good', 'servic']",service
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,"['amaz', 'lunch', 'go', 'recent', 'time', 'co', 'restaur', 'worker']",anecdotes/miscellaneous
"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.","['need', 'menu', 'attend', 'meal', 'unobtrus', 'present', 'know', 'servic', 'impecc', 'staff']",service
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,"['sti', 'far', 'midtown', 'ny', 'bagel', 'town', 'either', 'ess', 'best']",food
Our food was great too!,"['food', 'great']",food
Open late (well as late as I ever got there and I'm a night person),"['person', 'open', 'ever', 'get', 'night', 'late', 'well']",anecdotes/miscellaneous
"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.","['server', 'train', 'fact', 'annoy', 'revenu', 'drive', 'thing', 'seem', 'though']",service
"Get your food to go, find a bench, and kick back with a plate of dumplings.","['food', 'go', 'bench', 'get', 'find', 'dumpl', 'back', 'plate', 'kick']",anecdotes/miscellaneous
"Please try the Filet Mignon, its just the most tender piece ever.","['tender', 'tri', 'piec', 'ever', 'pleas', 'filet', 'mignon']",food
"Everything we had was pretty good, but we have only been there once.","['everyth', 'good', 'pretti']",food
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","['say', 'away', 'face', 'take', 'go', 'next', 'sangria', 'peopl', 'drink', 'still', 'us', 'turn', 'sit', 'back', 'bar', 'around', 'bartend']",anecdotes/miscellaneous
Something about them being busy with holiday party's.,"['parti', 'holiday', 'someth', 'busi']",anecdotes/miscellaneous
The sake menu should not be overlooked!,"['overlook', 'sake', 'menu']",food
I would highly recommend.,"['recommend', 'highli', 'would']",anecdotes/miscellaneous
This place is great.,"['place', 'great']",anecdotes/miscellaneous
the drinks are amazing and half off till 8pm.,"['amaz', 'half', 'till', 'drink', 'pm']",food
i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,"['beef', 'cub', 'nha', 'back', 'hundr', 'time', 'good', 'liter', 'trang']",food
"With so many poor experiences to be had in the theater district, is truly an excellent find!","['excel', 'mani', 'poor', 'find', 'theater', 'truli', 'district', 'experi']",anecdotes/miscellaneous
This has got to be one of the most overrated restaurants in Brooklyn.,"['restaur', 'brooklyn', 'overr', 'get', 'one']",anecdotes/miscellaneous
"The service, wine selection, ambiance are all outstanding and deserve recognition.","['select', 'outstand', 'deserv', 'ambianc', 'recognit', 'servic', 'wine']",food
"Went there last night for 2 year anniversery, and wasn't all that impressed.","['impress', 'go', 'last', 'anniverseri', 'night', 'year']",anecdotes/miscellaneous
It was rather pathetic that it took them over an hour to seat us.,"['take', 'seat', 'rather', 'hour', 'us', 'pathet']",service
"We were seated promptly as we had reservations, however after that the service was slow.","['slow', 'seat', 'howev', 'promptli', 'servic', 'reserv']",service
