lemmas,bigrams
"['brunch', 'hollondais', 'worst', 'benedict', 'sauc', 'remov', 'complet', 'fail', 'egg', 'life', 'tri', 'entir']",entire life;i tried;
"['packag', 'neighborhood', 'best', 'quick', 'near', 'item', 'work', 'oatmeal', 'cook']",i work;best oatmeal;quick-cooked item;
"['move', 'alway', 'busi', 'fast']",always busy;fast moving;
"['food', 'bad', 'heritag']",too bad;same heritage;
"['write', 'outsid', 'chilean', 'board', 'menu', 'except', 'server', 'offer', 'good', 'special', 'look', 'sea', 'bass']",chilean sea;not offer;
['sexi'],
"['onion', 'best', 'ever', 'one', 'soup', 'realli', 'good', 'food']",really good;
"['bengali', 'clearli', 'fast', 'favorit', 'say', 'food', 'joint']",
"['gross', 'picki', 'actual']",not picky;actually gross;
"['restaur', 'includ', 'less', 'well', 'overal', 'pp', 'wine', 'deal', 'solid']",solid restaurant;including wine;solid deal;as well;
"['get', 'soon', 'sinc', 'wall', 'staff', 'first', 'intimid', 'complet', 'quickli', 'liter', 'help', 'bite', 'friendli', 'hole', 'hesit', 'welcom', 'ask']",literally is;complete hole;very quickly;quickly as;as soon;friendly staff;n't hesitate;
"['dinner', 'revisit', 'would', 'sum', 'definit', 'place', 'reconsid', 'base', 'review', 'dim']",definitely not;
"['cost', 'regular', 'extra', 'tripl', 'turn', 'insid', 'size', 'rice', 'roll']",regular roll;inside-out roll;roll more;not just;
"['name', 'make', 'joe', 'even', 'corner', 'around', 'john', 'place']",
"['slightli', 'consist', 'perfect', 'mouth', 'melt', 'littl', 'creami', 'butteri', 'fishi']",little mouth;perfect consistency-not;too fishy;
"['find', 'unabl', 'gin', 'make', 'final', 'tonic']",finally did;n't find;
"['bite', 'night', 'quick', 'girlfriend', 'go', 'convinc']",other night;quick bite;
"['fresh', 'hot', 'dim', 'lack', 'also', 'littl', 'dish', 'steami', 'note', 'sum', 'look', 'chines', 'ok', 'tast']",n't taste;little dishes;n't look;steamy hot;also note;note lack;
"['untast', 'previou', 'despit', 'review']",untasteful previous;previous review;
"['judg', 'faci', 'away', 'home', 'prima', 'liter', 'tri', 'believ', 'place', 'heart']",n't judge;literate heart;
"['get', 'new', 'know', 'sal', 'york', 'favorit', 'everyon', 'sure']",know sal;new york;
"['absolut', 'busi', 'think', 'well', 'oper', 'brilliant', 'run']",absolutely brilliant;well runned;runned business;
['also'],
"['get', 'peopl', 'servic', 'ok', 'ask']",n't get;
"['come', 'time', 'month', 'dine', 'much', 'speak', 'make', 'friend', 'final', 'ear']",so much;finally made;
"['want', 'go', 'good', 'thai', 'place', 'authent']",good authentic;authentic thai;
"['without', 'get', 'reserv', 'seat', 'peopl', 'though', 'saw', 'recommend', 'one', 'even']",i recommend;saw people;
"['thing', 'chicken', 'enjoy', 'grill', 'special', 'edamam', 'pure', 'moder']",only thing;moderately enjoyed;grilled chicken;edamame puree;
"['come', 'neighborhood', 'restaur', 'good']",as good;
"['ginger', 'roast', 'duck', 'chicken', 'want', 'rice', 'tri', 'pork']",roast duck;
"['like', 'leav', 'order', 'feel', 'full', 'menu', 'miss', 'experi']",full experience;
"['restaur', 'best', 'manhattan', 'one', 'shanghaines', 'definit', 'chinatown', 'us', 'authent']",more authentic;authentic shanghainese;shanghainese restaurants;manhattan chinatown;
"['time', 'back', 'everi', 'citi', 'go']",
"['th', 'love', 'pink', 'poni']",th pink;
"['eat', 'order', 'lot', 'fast']",so eat;eat fast;
"['staff', 'accomod']",very accomodating;
"['previou', 'agre', 'review']",previous reviewer;
"['club', 'glutton', 'group', 'nyc', 'eat', 'rove']",roving group;nyc gluttons;
"['restaur', 'chanc', 'first', 'give', 'second', 'open']",first opened;second chance;
"['friday', 'boyfriend', 'reserv', 'del', 'frisco', 'night', 'go']",i went;del frisco;friday night;
"['like', 'yokocho', 'much', 'feel', 'sakagura', 'better', 'tri']",like sakagura;too much;try yokocho;
"['see', 'dinner', 'favor', 'dont', 'agre']",
"['spot', 'date', 'nice', 'occas', 'definit', 'great']",great spot;nice occasion;
"['go', 'place', 'wrong']",n't go;
"['small', 'style', 'dish', 'izakaya', 'friendli', 'sake', 'portion', 'popular']",very popular;popular style;small portion;sake-friendly dishes;
"['glad', 'come', 'like', 'actual', 'name', 'know', 'everyon', 'cheer', 'hurley']",actually glad;
"['pretenti', 'econom']",not pretentious;very economical;
"['without', 'terrif', 'servic', 'classi', 'attent', 'food', 'overbear']",
"['roti', 'amaz', 'tri', 'roll', 'place']",amazing place;
"['fresh', 'order', 'make', 'ingredi', 'everyth']",fresh ingredients;
"['tip', 'deliv', 'live', 'meal', 'quickli', 'problem', 'never', 'food', 'minut', 'charg', 'walk']",never had;few minutes;
"['quick', 'friendli', 'servic']",friendly service;
"['authent', 'bistro']",authentic bistro;
"['tasti', 'tend', 'averag', 'system', 'one', 'suggest', 'well', 'american', 'digest', 'mesh', 'eat', 'meat']",i suggest;only eating;average american;american digestive;
"['somewhat', 'heck', 'pricey']",somewhat pricey;
"['true', 'place', 'cheap']",not cheap;
"['hot', 'dog', 'tri', 'delici', 'snappi']",hot dogs;
"['deliveri', 'fast']",fast too;
"['watch', 'find', 'food', 'area', 'america', 'across', 'pb', 'south', 'katz', 'good', 'deli']",good delis;watching foods;
"['nois', 'convers', 'imposs', 'unbear', 'level']",conversation impossible;
"['perfect', 'size', 'night', 'hungri', 'person', 'pan']",personal pans;perfect size;hungry nights;
"['spici', 'fri', 'spider', 'clam', 'recommend', 'roll', 'highli']",highly recommended;fried clam;
"['get', 'restaur', 'peopl', 'one', 'menu', 'experi', 'posit', 'comment', 'way', 'go', 'earlier']",earlier people;not get;positive way;
['conveni'],'s convenient;
"['trip', 'love', 'thank', 'bloom']",lovely trip;
"['afternoon', 'back', 'atmospher', 'lay', 'spend', 'weekend', 'scene', 'inexpens', 'look', 'way', 'great']",inexpensive way;
"['probabl', 'nice', 'say', 'oh', 'right', 'someth']",oh right;probably say;say something;something nice;
"['ave', 'odd', 'crowd', 'attract', 'b', 'eclect', 'least', 'say', 'place']",not just;just odd;eclectic crowd;
"['find', 'certainli', 'quit', 'think', 'leon', 'stumbl', 'gem', 'wrong']",certainly wrong;
"['time', 'support', 'restaur', 'care', 'wast', 'instead', 'food']",
"['institut', 'e', 'fare', 'ny', 'food', 'becom', 'italian']",ny italian;italian food;
"['get', 'back', 'tamarind', 'excel', 'lunch']",just got;
"['overprais', 'compar', 'qualiti', 'shoulder', 'head', 'also', 'taj', 'neighboor', 'much', 'east', 'st', 'underdeserv', 'baluchi', 'mahal', 'food']",also very;very comparable;much overpraised;
"['tabl', 'man', 'both', 'host', 'promis', 'mean', 'around', 'sit', 'open', 'save', 'parti']",then sat;very table;were boths;
"['tri', 'cheesecak']",
"['coupl', 'berat', 'contain', 'condiment', 'manag', 'explain', 'employe', 'eat', 'subpar', 'put', 'sit', 'food', 'proceed', 'wrong', 'expens']",wrong containers;
"['fl', 'david', 'beach', 'daytona']",daytona beach;
['perhap'],
"['servic', 'indian', 'incred', 'food', 'great']",great indian;indian food;
['go'],
"['nd', 'ave', 'th', 'area', 'away', 'street', 'block', 'bagel', 'tri', 'shopp']",
"['without', 'pizzeria', 'exist', 'one', 'doubt', 'rosario', 'greatest']",greatest pizzerias;
"['present', 'decor', 'yet', 'list', 'nice', 'well', 'match', 'minimalist', 'simpl', 'food', 'wine', 'cook']",yet very;very well;well presented;wine list;very well;
"['pay', 'salmon', 'fine', 'type', 'dish', 'expect', 'flavor', 'price']",salmon dish;
"['come', 'order', 'chees', 'melt', 'make', 'sandwich', 'tuna']",just made;
"['tikka', 'like', 'chicken', 'dal', 'especi', 'naan']",especially liked;chicken tikka;
"['waiter', 'tabl', 'finish', 'turn', 'except', 'attent', 'bill']",not attentive;
"['restaur', 'hudson', 'river', 'liberti', 'beauti', 'green', 'look', 'statu', 'lawn']",beautiful green;green lawns;
"['staff', 'young', 'nevertheless', 'well', 'enjoy', 'alway', 'train', 'stori', 'friendli', 'wife']",always enjoy;not always;always well;well trained;nevertheless friendly;
"['like', 'get', 'restaur', 'kai', 'gener', 'good', 'way', 'eat', 'often', 'expens']",generally like;good restaurants;was way;
"['place', 'great']",great place;
"['hot', 'pretti', 'good', 'sangria', 'day', 'muggi', 'tasti']",pretty tasty;hot muggy;muggy day;
"['unless', 'starv', 'door', 'eat', 'next', 'work', 'thai', 'food']",n't eat;next door;
"['surpris', 'pleasantli', 'alway', 'williamsburg', 'tini', 'spot']",tiny williamsburg;always pleasantly;pleasantly surprising;
"['peopl', 'want', 'place', 'plu', 'servic', 'roxi', 'food', 'avoid', 'great']",great food;great service;
"['ever', 'ravioli', 'best']",best ravioli;
"['far', 'well', 'especi', 'menu', 'execut', 'everyth', 'tri', 'groundbreak', 'tasti']",n't especially;especially groundbreaking;so far;far has;
"['time', 'ive', 'bunch', 'outstand', 'alway', 'servic']",ive been;always outstanding;
"['without', 'approxim', 'drink', 'bill', 'lunch']",
"['sushi', 'worst', 'frankli', 'quit', 'ever', 'tri']",quite frankly;worst sushi;ever tried;
"['servic', 'food', 'ok', 'great']",
"['tag', 'expens', 'expect', 'overal', 'price', 'someth']",overall price;very very;very expensive;
"['past', 'time', 'do']",
"['spice', 'appet', 'inexpens', 'thai', 'food', 'love', 'great']",great thai;thai food;inexpensive appetizers;
"['confirm', 'review', 'read']",other review;
"['last', 'time', 'even', 'overcharg']",last time;
"['servic', 'attent']",
"['fresh', 'mozzarella', 'everi', 'make', 'ultra', 'pie', 'homemad']",not only;only makes;own homemade;ultra fresh;
"['overdo', 'fish']",
"['back', 'shore', 'restaur', 'like', 'rethink', 'think', 'peopl', 'town', 'need', 'tast', 'detail', 'good', 'idea', 'work', 'go', 'base', 'great']",great idea;good need;
"['hand', 'world', 'main', 'outsid', 'ceil', 'know', 'high', 'never', 'spectacular', 'paint', 'room', 'din', 'sit']",main dining;hand-painted high;high ceiling;never know;
"['januari', 'restaur', 'bread', 'visit', 'pleas', 'week', 'menu', 'servic', 'select', 'bar']",bread bar;january restaurant;so pleased;
"['twice', 'restaur']",
"['pip', 'pay', 'quit', 'also', 'make', 'music', 'attent', 'select', 'weird', 'sure']",also make;pay attention;weird selection;
"['get', 'bistro', 'could', 'money', 'much', 'lot', 'better', 'amount', 'din', 'french', 'experi']",much better;better dining;dining experience;same amount;other french;french bistros;
"['point', 'present', 'style', 'establish', 'score', 'big']",big points;
"['standard', 'though', 'chinatown', 'pricey', 'rest', 'sum', 'worth', 'dim']",chinatown standards;
"['food', 'good']",good food;
"['effici', 'staff', 'wait', 'friendli', 'overli']",wait staff;very friendly;not overly;overly efficient;
"['truth', 'noth', 'could', 'surprisingli']",
"['howev', 'good', 'sum', 'dim']",however was;very good;
"['jab', 'rib', 'year', 'intern', 'sutton', 'old', 'night', 'better', 'place', 'roof']",sutton place;year old;old interns;
"['alway', 'servic', 'effici', 'friendli']",always been;
"['dish', 'differ', 'combin', 'seafood', 'appet', 'go']",different seafood;
"['entertain', 'client', 'date', 'casual', 'lunch', 'place', 'great']",great place;casual date;entertain clients;
"['without', 'leav', 'see', 'receiv', 'show', 'dinner', 'apolog']",
"['tabl', 'crush', 'next', 'wine', 'arriv', 'long', 'overdu', 'us', 'final', 'grape', 'bottl', 'ask']",table next;long overdue;overdue bottle;finally arrived;
"['price', 'good']",very good;
"['waiter', 'could', 'eye', 'us', 'ignor', 'catch']",not catch;
"['place', 'fantast']",fantastic place;
"['plain', 'bad', 'simpl', 'thai', 'food']",bad thai;
"['skip', 'restaur', 'definit']",definitely not;
"['weekend', 'refus', 'parti', 'seat']",seat parties;
"['usual', 'per', 'vs', 'dish', 'item']",
"['point', 'certain', 'pasta', 'excel', 'burger', 'realli', 'food', 'stapl']",certain staples;not really;
"['spectacular', 'sum', 'dim']",not spectacular;
['food'],
"['actual', 'concern', 'seem', 'good', 'look', 'waitress']",more concerned;actually waitressing;
"['seat', 'unlik', 'deserv', 'adequ', 'featur', 'bar', 'place', 'joint', 'mention', 'larger']",most joints;
['ripoff'],
"['surpris', 'th', 'happier', 'throw', 'dinner', 'birthday', 'fianc']",n't be;
[],
"['food', 'awesom']",
"['afford', 'speedi', 'servic', 'music', 'good', 'food', 'price', 'great']",good music;great food;service affordable;affordable prices;
"['shorter', 'small', 'wait', 'expect']",small wait;
"['warrant', 'nearli', 'sandwich', 'price', 'good', 'lobster', 'enough', 'although']",not nearly;nearly enough;
"['may', 'warmli', 'owner', 'smile', 'alway', 'greet']",always has;warmly greet;
"['ny', 'place', 'live', 'year']",
"['compel', 'mocaramel', 'respond', 'read', 'review', 'felt']",just read;'s review;
"['salti', 'incred', 'side', 'ok']",
"['everi', 'time', 'hit', 'spot']",
"['reason', 'salmon', 'menu', 'except', 'unavail', 'seafood']",
"['larg', 'place', 'cozi', 'cute']",large place;
"['peopl', 'crowd', 'fool']",n't be;
['way'],
"['excel', 'beverag', 'dessert', 'good']",
"['could', 'rude', 'host', 'incred', 'everyth', 'rush', 'us', 'waitress']",incredibly rude;did everything;
"['time', 'els', 'order', 'dare', 'next', 'appet', 'simpl', 'drink', 'asian', 'anyth']",next time;n't dare;ordering anything;else other;simple asian;asian appetizers;
"['disappoint', 'think', 'pleas', 'stay', 'wait', 'go']",n't be;
"['view', 'beauti', 'say', 'nyc', 'must']",so beautiful;
"['like', 'nice', 'slope', 'meal', 'light', 'tan', 'long', 'good', 'asian', 'accent', 'place']",nice light;asian accent;long tan;good place;
"['like', 'ambianc', 'food', 'nice', 'well', 'dinner', 'good', 'go']",nice dinner;nice ambiance;as well;very good;good food;
"['come', 'want', 'stay', 'citi', 'say', 'good', 'lazi', 'folk', 'alphabet']",lazy folks;n't want;alphabet city;i say;
"['atmospher', 'nice', 'otherwis', 'servic', 'friendli', 'place', 'price', 'great']",great service;friendly atmosphere;
"['sushi', 'excel', 'recommend', 'servic', 'valu', 'highli', 'great']",highly recommend;great value;excellent sushi;
"['actual', 'custom', 'serv', 'much', 'servic', 'would', 'better', 'run', 'group', 'place', 'understand']",so much;much better;better served;actually understands;understands customer;
"['excel', 'attitud', 'servic', 'good', 'along']",
"['year', 'two', 'fourth', 'period', 'do', 'tri']",fourth try;i 'm;
"['awesom', 'strip', 'definit', 'tri', 'food', 'bass']",definitely try;striped bass;
"['time', 'get', 'want', 'lean', 'loud', 'littl', 'make', 'beauti', 'wife', 'music', 'whiff', 'corriand', 'closer']",little loud;just made;beautiful wife;
"['come', 'shake', 'also', 'white', 'good', 'black']",black white;white shakes;
"['nyc', 'simpli', 'best', 'meal']",best meal;
"['go', 'would', 'probabl']",not go;
"['restaur', 'decid', 'go', 'dinner', 'sometim', 'pass', 'final']",finally decided;
"['get', 'maximum', 'restaur', 'dine', 'seat', 'peopl', 'neighbor', 'nice', 'amount', 'tri']",maximum amount;so be;
"['chu', 'order', 'chicken', 'friend', 'curri', 'pad', 'thai']",
"['food', 'compar', 'ribbon', 'blue', 'prix', 'monday', 'fix', 'go', 'experi']",blue ribbon;
"['neighborhood', 'first', 'joya', 'favorit', 'tuk', 'second', 'thai', 'place']",second favorite;favorite neighborhood;first being;being joya;
"['get', 'hit', 'amaz', 'soup', 'howev', 'pastrami', 'spot']",most amazing;amazing pastrami;
"['fashion', 'old', 'make', 'bagel', 'way', 'great']",great bagels;old-fashioned way;
"['inexpens', 'sushi', 'realli', 'good']",really good;inexpensive sushi;
"['lox', 'bagl', 'favorit', 'everyth', 'good', 'bagel', 'unbeliav', 'person', 'spread']",personal favorite;lox spread;unbeliavably good;
"['qualiti', 'complain', 'least', 'crappi', 'even', 'good', 'food', 'tast']",n't even;even have;least tasted;tasted good;
"['listen', 'lobbi', 'half', 'stand', 'restaur', 'touristi', 'seat', 'crowd', 'area', 'next', 'type', 'explan', 'hour']",next hour;crowded lobby;touristy restaurant;not being;
"['one', 'nyc', 'nicest', 'proprietor', 'delici', 'pizza']",
"['meet', 'client', 'also', 'good', 'lunch', 'esp']",also good;
"['repeat', 'perform', 'wave', 'get', 'pay', 'back', 'ever', 'magic', 'even', 'us', 'wand']",ever paid;not even;even waving;magic wand;ever get;
"['present', 'decor', 'dark', 'consid', 'sooth', 'cool', 'low', 'spectacular', 'food', 'price']",low prices;
"['husband', 'nice', 'suggest', 'enjoy', 'meal', 'swordfish', 'waitstaff']",very nice;suggested swordfish;
"['set', 'casual', 'romant']",
['horribl'],
"['manag', 'deserv', 'terribl', 'shut']",terrible management;
"['sushi', 'seat', 'excel', 'fast', 'servic', 'deliveri', 'friendli', 'great']",great friendly;friendly service;fast delivery;excellent sushi;
"['restaur', 'dessert', 'overpric', 'appeal', 'stuffi', 'french']",more appealing;then stuffy;stuffy overpriced;french restaurants;
"['sort', 'matter', 'yanke', 'bad', 'ralli', 'remind', 'servic', 'corner', 'flavor', 'italian', 'surpris', 'turn', 'attent', 'around', 'nightmar', 'late', 'know', 'ue', 'ny', 'look', 'food']",italian food;has flavor;be sort;ny yankees;
"['time', 'true', 'review', 'order', 'particularli', 'slow', 'arriv', 'even', 'mani', 'problem', 'lunch', 'often', 'notic']",many other;other reviewers;often slow;particularly true;
"['find', 'salmon', 'particulari', 'outstand', 'dish', 'food']",salmon dish;
"['uniqu', 'find', 'els', 'anywher', 'creativ', 'mizu', 'home', 'roll']",unique rolls;anywhere else;
"['time', 'new', 'know', 'three', 'york', 'go', 'alreadi', 'good', 'place', 'review']",new york;
